1.000
1.020
1.040
1.060
1.080
1.100
1.120
1.140
1.160
1.180
1.200
1.220
1.240
1.260
1.280
1.300
1.320
1.340
1.360
1.380
1.400
1.420
1.440
1.460
1.480
1.500

